1.263254580000000000e+09,1.263254610000000000e+09
1.263254580000000000e+09,1.263254610000000000e+09
1.263254595000000000e+09,1.263254625000000000e+09
1.263254595000000000e+09,1.263254625000000000e+09
1.263254610000000000e+09,1.263254640000000000e+09
1.263254610000000000e+09,1.263254640000000000e+09
1.263254625000000000e+09,1.263254655000000000e+09
1.263254625000000000e+09,1.263254655000000000e+09
1.263254640000000000e+09,1.263254670000000000e+09
1.263254640000000000e+09,1.263254670000000000e+09
1.263254655000000000e+09,1.263254685000000000e+09
1.263254655000000000e+09,1.263254685000000000e+09
1.263254670000000000e+09,1.263254700000000000e+09
1.263254670000000000e+09,1.263254700000000000e+09
1.263254685000000000e+09,1.263254715000000000e+09
1.263254685000000000e+09,1.263254715000000000e+09
1.263254700000000000e+09,1.263254730000000000e+09
1.263254700000000000e+09,1.263254730000000000e+09
1.263263070000000000e+09,1.263263100000000000e+09
1.263263085000000000e+09,1.263263115000000000e+09
1.263263100000000000e+09,1.263263130000000000e+09
1.263263115000000000e+09,1.263263145000000000e+09
1.263263130000000000e+09,1.263263160000000000e+09
1.263263145000000000e+09,1.263263175000000000e+09
1.263263160000000000e+09,1.263263190000000000e+09
1.263263175000000000e+09,1.263263205000000000e+09
1.263263190000000000e+09,1.263263220000000000e+09
1.263263205000000000e+09,1.263263235000000000e+09
1.263267930000000000e+09,1.263267960000000000e+09
1.263267930000000000e+09,1.263267960000000000e+09
1.263267945000000000e+09,1.263267975000000000e+09
1.263267945000000000e+09,1.263267975000000000e+09
1.263267960000000000e+09,1.263267990000000000e+09
1.263267960000000000e+09,1.263267990000000000e+09
1.263267975000000000e+09,1.263268005000000000e+09
1.263267975000000000e+09,1.263268005000000000e+09
1.263267990000000000e+09,1.263268020000000000e+09
1.263267990000000000e+09,1.263268020000000000e+09
1.263268005000000000e+09,1.263268035000000000e+09
1.263268005000000000e+09,1.263268035000000000e+09
1.263268020000000000e+09,1.263268050000000000e+09
1.263268020000000000e+09,1.263268050000000000e+09
1.263268035000000000e+09,1.263268065000000000e+09
1.263268035000000000e+09,1.263268065000000000e+09
1.263268050000000000e+09,1.263268080000000000e+09
1.263268050000000000e+09,1.263268080000000000e+09
1.263268065000000000e+09,1.263268095000000000e+09
1.263268065000000000e+09,1.263268095000000000e+09
1.263268080000000000e+09,1.263268110000000000e+09
1.263269805000000000e+09,1.263269835000000000e+09
1.263269805000000000e+09,1.263269835000000000e+09
1.263269805000000000e+09,1.263269835000000000e+09
1.263269805000000000e+09,1.263269835000000000e+09
1.263269820000000000e+09,1.263269850000000000e+09
1.263269820000000000e+09,1.263269850000000000e+09
1.263269820000000000e+09,1.263269850000000000e+09
1.263269820000000000e+09,1.263269850000000000e+09
1.263269835000000000e+09,1.263269865000000000e+09
1.263269835000000000e+09,1.263269865000000000e+09
1.263269835000000000e+09,1.263269865000000000e+09
1.263269835000000000e+09,1.263269865000000000e+09
1.263269850000000000e+09,1.263269880000000000e+09
1.263269850000000000e+09,1.263269880000000000e+09
1.263269850000000000e+09,1.263269880000000000e+09
1.263269850000000000e+09,1.263269880000000000e+09
1.263269865000000000e+09,1.263269895000000000e+09
1.263269865000000000e+09,1.263269895000000000e+09
1.263269865000000000e+09,1.263269895000000000e+09
1.263269880000000000e+09,1.263269910000000000e+09
1.263271560000000000e+09,1.263271590000000000e+09
1.263271575000000000e+09,1.263271605000000000e+09
1.263271590000000000e+09,1.263271620000000000e+09
1.263271605000000000e+09,1.263271635000000000e+09
1.263271620000000000e+09,1.263271650000000000e+09
1.263271635000000000e+09,1.263271665000000000e+09
1.263271650000000000e+09,1.263271680000000000e+09
1.263271665000000000e+09,1.263271695000000000e+09
1.263271680000000000e+09,1.263271710000000000e+09
1.263271695000000000e+09,1.263271725000000000e+09
1.263271710000000000e+09,1.263271740000000000e+09
1.263271725000000000e+09,1.263271755000000000e+09
1.263271740000000000e+09,1.263271770000000000e+09
1.263271755000000000e+09,1.263271785000000000e+09
1.263271770000000000e+09,1.263271800000000000e+09
1.263271785000000000e+09,1.263271815000000000e+09
1.263271800000000000e+09,1.263271830000000000e+09
1.263271815000000000e+09,1.263271845000000000e+09
1.263271830000000000e+09,1.263271860000000000e+09
1.263271845000000000e+09,1.263271875000000000e+09
1.263271860000000000e+09,1.263271890000000000e+09
1.263271875000000000e+09,1.263271905000000000e+09
1.263271890000000000e+09,1.263271920000000000e+09
1.263271905000000000e+09,1.263271935000000000e+09
1.263271920000000000e+09,1.263271950000000000e+09
1.263271935000000000e+09,1.263271965000000000e+09
1.263271950000000000e+09,1.263271980000000000e+09
1.263271965000000000e+09,1.263271995000000000e+09
1.263271980000000000e+09,1.263272010000000000e+09
1.263271995000000000e+09,1.263272025000000000e+09
1.263272010000000000e+09,1.263272040000000000e+09
1.263272025000000000e+09,1.263272055000000000e+09
1.263272040000000000e+09,1.263272070000000000e+09
1.263272055000000000e+09,1.263272085000000000e+09
1.263272070000000000e+09,1.263272100000000000e+09
1.263272085000000000e+09,1.263272115000000000e+09
1.263272100000000000e+09,1.263272130000000000e+09
1.263272115000000000e+09,1.263272145000000000e+09
1.263272130000000000e+09,1.263272160000000000e+09
1.263272145000000000e+09,1.263272175000000000e+09
1.263272160000000000e+09,1.263272190000000000e+09
1.263272175000000000e+09,1.263272205000000000e+09
1.263274485000000000e+09,1.263274515000000000e+09
1.263274485000000000e+09,1.263274515000000000e+09
1.263274485000000000e+09,1.263274515000000000e+09
1.263274485000000000e+09,1.263274515000000000e+09
1.263274500000000000e+09,1.263274530000000000e+09
1.263274500000000000e+09,1.263274530000000000e+09
1.263274500000000000e+09,1.263274530000000000e+09
1.263274500000000000e+09,1.263274530000000000e+09
1.263274515000000000e+09,1.263274545000000000e+09
1.263274515000000000e+09,1.263274545000000000e+09
1.263274515000000000e+09,1.263274545000000000e+09
1.263274515000000000e+09,1.263274545000000000e+09
1.263274530000000000e+09,1.263274560000000000e+09
1.263274530000000000e+09,1.263274560000000000e+09
1.263274530000000000e+09,1.263274560000000000e+09
1.263274530000000000e+09,1.263274560000000000e+09
1.263274545000000000e+09,1.263274575000000000e+09
1.263274545000000000e+09,1.263274575000000000e+09
1.263274545000000000e+09,1.263274575000000000e+09
1.263274545000000000e+09,1.263274575000000000e+09
1.263274560000000000e+09,1.263274590000000000e+09
1.263274560000000000e+09,1.263274590000000000e+09
1.263274560000000000e+09,1.263274590000000000e+09
1.263274560000000000e+09,1.263274590000000000e+09
1.263274575000000000e+09,1.263274605000000000e+09
1.263274575000000000e+09,1.263274605000000000e+09
1.263274575000000000e+09,1.263274605000000000e+09
1.263274575000000000e+09,1.263274605000000000e+09
1.263274590000000000e+09,1.263274620000000000e+09
1.263274590000000000e+09,1.263274620000000000e+09
1.263274590000000000e+09,1.263274620000000000e+09
1.263274605000000000e+09,1.263274635000000000e+09
1.263282420000000000e+09,1.263282450000000000e+09
1.263282420000000000e+09,1.263282450000000000e+09
1.263282420000000000e+09,1.263282450000000000e+09
1.263282420000000000e+09,1.263282450000000000e+09
1.263282435000000000e+09,1.263282465000000000e+09
1.263282435000000000e+09,1.263282465000000000e+09
1.263282435000000000e+09,1.263282465000000000e+09
1.263282435000000000e+09,1.263282465000000000e+09
1.263282450000000000e+09,1.263282480000000000e+09
1.263282450000000000e+09,1.263282480000000000e+09
1.263282450000000000e+09,1.263282480000000000e+09
1.263282450000000000e+09,1.263282480000000000e+09
